episode_id,episode_number,episode_title,publish_date,youtube_url,transcript_filename,relative_transcript_path,episode_type,guest_caller_name,main_topic,secondary_topics,topic_tags,semantic_keywords,short_summary,detailed_summary,key_takeaways,nicks_main_advice,caller_problem,resolution,memorable_quotes,potential_email_angles,suggested_email_subject_lines,potential_short_hooks,relevant_audience,emotional_themes,weight_loss_stage,cta_recommendation,transcript_status,review_notes,main_category,search_terms,hidden_concepts,central_struggle,core_coaching_theme,incidental_concepts_mentioned,success_story
EP-111,111,110 Pounds. 7 Years Later. Here's How I Stopped Quitting.,2026-05-14,https://youtube.com/watch?v=P5Qfom-hCtw,EP-111 - 110 Pounds. 7 Years Later. Here's How I Stopped Quitting.txt,../YT Transcripts/EP-111 - 110 Pounds. 7 Years Later. Here's How I Stopped Quitting.txt,Solo,,maintenance mindset,"[""consistency"", ""fear of regain"", ""identity change"", ""relationships"", ""scale obsession""]","[""maintenance mindset"", ""consistency"", ""fear of regain"", ""identity change"", ""relationships"", ""scale obsession""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""how to maintain weight loss"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""relationships"", ""scale obsession"", ""scared to gain the weight back""]",An episode centered on maintenance mindset.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""how to maintain weight loss"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""relationships"", ""scale obsession"", ""scared to gain the weight back""]",[],,,[],False
EP-112,112,This ONE Habit Makes Weight Loss Stick,2026-05-18,https://youtube.com/watch?v=rY3HI8Yobu0,"EP-112 - This ONE Habit Makes Weight Loss Stick - May 13, 2026.txt","../YT Transcripts/EP-112 - This ONE Habit Makes Weight Loss Stick - May 13, 2026.txt",Solo,,sustainable habits,"[""cravings"", ""fear of regain"", ""identity change"", ""maintenance mindset"", ""medication""]","[""sustainable habits"", ""cravings"", ""fear of regain"", ""identity change"", ""maintenance mindset"", ""medication""]","[""how to maintain weight loss"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""medication"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""how to maintain weight loss"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""medication"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-113,113,The Common Sense Diet Explained,2026-05-21,https://youtube.com/watch?v=dkDaOmkPoO4,EP-113 - The Common Sense Diet Explained.txt,../YT Transcripts/EP-113 - The Common Sense Diet Explained.txt,Solo,,maintenance mindset,"[""fear of regain"", ""identity change"", ""nutrition"", ""relationships"", ""sustainable habits""]","[""maintenance mindset"", ""fear of regain"", ""identity change"", ""nutrition"", ""relationships"", ""sustainable habits""]","[""how to maintain weight loss"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits""]",An episode centered on maintenance mindset.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""how to maintain weight loss"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits""]",[],,,[],False
EP-114,114,How I Lost 110 Pounds and Kept It Off for 7 Years,2026-05-28,https://youtube.com/watch?v=UCscWSUH3Tk,EP-114 - How I Lost 110 Pounds and Kept It Off for 7 Years.txt,../YT Transcripts/EP-114 - How I Lost 110 Pounds and Kept It Off for 7 Years.txt,Success Story,,maintenance mindset,"[""consistency"", ""exercise routine"", ""fear of regain"", ""food guilt"", ""weekend overeating""]","[""maintenance mindset"", ""consistency"", ""exercise routine"", ""fear of regain"", ""food guilt"", ""weekend overeating""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to maintain weight loss"", ""maintenance mindset"", ""scared to gain the weight back"", ""weekend overeating""]",An episode centered on maintenance mindset.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""exercise routine"", ""food guilt"", ""how to maintain weight loss"", ""maintenance mindset"", ""scared to gain the weight back"", ""weekend overeating""]",[],,,[],True
EP-115,115,How I Stopped Thinking Like a Fat Person,2026-06-01,https://youtube.com/watch?v=vYfHmS6yNgM,"EP-115 - How I Stopped Thinking Like a Fat Person - May 27, 2026.txt","../YT Transcripts/EP-115 - How I Stopped Thinking Like a Fat Person - May 27, 2026.txt",Solo,,identity change,"[""fear of regain"", ""grief"", ""maintenance mindset"", ""relationships"", ""sustainable habits""]","[""identity change"", ""fear of regain"", ""grief"", ""maintenance mindset"", ""relationships"", ""sustainable habits""]","[""grief"", ""how to maintain weight loss"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits""]",An episode centered on identity change.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""grief"", ""how to maintain weight loss"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits""]",[],,,[],False
EP-116,116,How I Stopped Emotional Eating and Lost 110 Pounds,2026-06-04,https://youtube.com/watch?v=LOhvdQxMV5o,EP-116 - How I Stopped Emotional Eating and Lost 110 Pounds.txt,../YT Transcripts/EP-116 - How I Stopped Emotional Eating and Lost 110 Pounds.txt,Success Story,,emotional eating,"[""exercise routine"", ""food guilt"", ""relationships"", ""social pressure"", ""sustainable habits""]","[""emotional eating"", ""exercise routine"", ""food guilt"", ""relationships"", ""social pressure"", ""sustainable habits""]","[""exercise routine"", ""food guilt"", ""how to stop emotional eating"", ""relationships"", ""social pressure"", ""sustainable habits"", ""why do I eat my feelings""]",An episode centered on emotional eating.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Emotional Eating,"[""exercise routine"", ""food guilt"", ""how to stop emotional eating"", ""relationships"", ""social pressure"", ""sustainable habits"", ""why do I eat my feelings""]",[],,,[],True
EP-117,117,I Think I'll Always Be Fat,2026-06-08,https://youtube.com/watch?v=3IzUtR_3c74,"EP-117 - I Think I'll Always Be Fat - June 3, 2026.txt","../YT Transcripts/EP-117 - I Think I'll Always Be Fat - June 3, 2026.txt",Solo,,cravings,"[""comparison"", ""fear of regain"", ""maintenance mindset"", ""motivation"", ""nutrition""]","[""cravings"", ""comparison"", ""fear of regain"", ""maintenance mindset"", ""motivation"", ""nutrition""]","[""comparison"", ""how to maintain weight loss"", ""how to stop food noise"", ""maintenance mindset"", ""motivation"", ""nutrition"", ""scared to gain the weight back"", ""why can't I eat just one""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""comparison"", ""how to maintain weight loss"", ""how to stop food noise"", ""maintenance mindset"", ""motivation"", ""nutrition"", ""scared to gain the weight back"", ""why can't I eat just one""]",[],,,[],False
EP-118,118,The Best Workout Routine for Permanent Weight Loss,2026-06-11,https://youtube.com/watch?v=CQtCDeA8rsE,EP-118 - The Best Workout Routine for Permanent Weight Loss.txt,../YT Transcripts/EP-118 - The Best Workout Routine for Permanent Weight Loss.txt,Solo,,sustainable habits,"[""all-or-nothing thinking"", ""calorie tracking"", ""consistency"", ""exercise routine"", ""fear of regain""]","[""sustainable habits"", ""all-or-nothing thinking"", ""calorie tracking"", ""consistency"", ""exercise routine"", ""fear of regain""]","[""I keep restarting every Monday"", ""I know what to do but I don't do it"", ""calorie tracking"", ""consistency over perfection"", ""exercise routine"", ""how to maintain weight loss"", ""how to stop starting over"", ""scared to gain the weight back"", ""sustainable habits""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I keep restarting every Monday"", ""I know what to do but I don't do it"", ""calorie tracking"", ""consistency over perfection"", ""exercise routine"", ""how to maintain weight loss"", ""how to stop starting over"", ""scared to gain the weight back"", ""sustainable habits""]",[],,,[],False
EP-119,119,Accept These 7 Harsh Weight Loss Truths or Stay Fat Forever,2026-06-18,https://youtube.com/watch?v=Bvj9UO4lU-w,EP-119 - Accept These 7 Harsh Weight Loss Truths or Stay Fat Forever.txt,../YT Transcripts/EP-119 - Accept These 7 Harsh Weight Loss Truths or Stay Fat Forever.txt,Solo,,food guilt,"[""binge eating"", ""cravings"", ""identity change"", ""maintenance mindset"", ""sustainable habits""]","[""food guilt"", ""binge eating"", ""cravings"", ""identity change"", ""maintenance mindset"", ""sustainable habits""]","[""breaking binge cycles"", ""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",An episode centered on food guilt.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""breaking binge cycles"", ""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",[],,,[],False
EP-120,120,⁠How I Lost 110 Pounds Permanently (4 Steps),2026-06-25,https://youtube.com/watch?v=JfFynNOzCpQ,EP-120 - ⁠How I Lost 110 Pounds Permanently (4 Steps).txt,../YT Transcripts/EP-120 - ⁠How I Lost 110 Pounds Permanently (4 Steps).txt,Success Story,,sustainable habits,"[""binge eating"", ""cravings"", ""exercise routine"", ""nutrition"", ""scale obsession""]","[""sustainable habits"", ""binge eating"", ""cravings"", ""exercise routine"", ""nutrition"", ""scale obsession""]","[""breaking binge cycles"", ""exercise routine"", ""how to stop food noise"", ""nutrition"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""breaking binge cycles"", ""exercise routine"", ""how to stop food noise"", ""nutrition"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",[],,,[],True
EP-121,121,If you can’t eat just ONE cookie…watch this right now.,2026-06-29,https://youtube.com/watch?v=hmAMTwQ4frM,EP-121 - If you can’t eat just ONE cookie…watch this right now.txt,../YT Transcripts/EP-121 - If you can’t eat just ONE cookie…watch this right now.txt,Solo,,all-or-nothing thinking,"[""cravings"", ""food guilt"", ""grief"", ""identity change"", ""sustainable habits""]","[""all-or-nothing thinking"", ""cravings"", ""food guilt"", ""grief"", ""identity change"", ""sustainable habits""]","[""I keep restarting every Monday"", ""food guilt"", ""grief"", ""how to stop food noise"", ""how to stop starting over"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on all-or-nothing thinking.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I keep restarting every Monday"", ""food guilt"", ""grief"", ""how to stop food noise"", ""how to stop starting over"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-122,122,The secret to UNLIMITED motivation (from a former fat guy),2026-06-30,https://youtube.com/watch?v=_KpFJvsC93k,EP-122 - The secret to UNLIMITED motivation (from a former fat guy).txt,../YT Transcripts/EP-122 - The secret to UNLIMITED motivation (from a former fat guy).txt,Solo,,motivation,"[""binge eating"", ""confidence"", ""identity change"", ""relationships"", ""sustainable habits""]","[""motivation"", ""binge eating"", ""confidence"", ""identity change"", ""relationships"", ""sustainable habits""]","[""breaking binge cycles"", ""confidence"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""motivation"", ""relationships"", ""sustainable habits"", ""why can't I stop binge eating""]",An episode centered on motivation.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""breaking binge cycles"", ""confidence"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""motivation"", ""relationships"", ""sustainable habits"", ""why can't I stop binge eating""]",[],,,[],False
EP-123,123,After the Diet: The Common Sense Diet EXPLAINED,2026-07-02,https://youtube.com/watch?v=nIPThktpGLk,EP-123 - After the Diet- The Common Sense Diet EXPLAINED.txt,../YT Transcripts/EP-123 - After the Diet- The Common Sense Diet EXPLAINED.txt,Solo,,nutrition,"[""binge eating"", ""food guilt"", ""identity change"", ""motivation"", ""sustainable habits""]","[""nutrition"", ""binge eating"", ""food guilt"", ""identity change"", ""motivation"", ""sustainable habits""]","[""breaking binge cycles"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""motivation"", ""nutrition"", ""sustainable habits"", ""why can't I stop binge eating""]",An episode centered on nutrition.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Nutrition,"[""breaking binge cycles"", ""food guilt"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""motivation"", ""nutrition"", ""sustainable habits"", ""why can't I stop binge eating""]",[],,,[],False
EP-124,124,Do not get a weight loss shot before watching this,2026-07-04,https://youtube.com/watch?v=P3xxDdVWOW8,EP-124 - Do not get a weight loss shot before watching this.txt,../YT Transcripts/EP-124 - Do not get a weight loss shot before watching this.txt,Solo,,medication,"[""cravings"", ""fear of regain"", ""grief"", ""maintenance mindset"", ""relationships""]","[""medication"", ""cravings"", ""fear of regain"", ""grief"", ""maintenance mindset"", ""relationships""]","[""grief"", ""how to maintain weight loss"", ""how to stop food noise"", ""maintenance mindset"", ""medication"", ""relationships"", ""scared to gain the weight back"", ""why can't I eat just one""]",An episode centered on medication.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Nutrition,"[""grief"", ""how to maintain weight loss"", ""how to stop food noise"", ""maintenance mindset"", ""medication"", ""relationships"", ""scared to gain the weight back"", ""why can't I eat just one""]",[],,,[],False
EP-125,125,How to get your SKINNY PRIVILEGE without being skinny.,2026-07-06,https://youtube.com/watch?v=FoymWXymFr4,EP-125 - How to get your SKINNY PRIVILEGE without being skinny.txt,../YT Transcripts/EP-125 - How to get your SKINNY PRIVILEGE without being skinny.txt,Solo,,confidence,"[""binge eating"", ""body image"", ""cravings"", ""relationships"", ""sustainable habits""]","[""confidence"", ""binge eating"", ""body image"", ""cravings"", ""relationships"", ""sustainable habits""]","[""body image"", ""breaking binge cycles"", ""confidence"", ""how to stop food noise"", ""relationships"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",An episode centered on confidence.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""body image"", ""breaking binge cycles"", ""confidence"", ""how to stop food noise"", ""relationships"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",[],,,[],False
EP-126,126,Being funny kept me fat…Here’s why.,2026-07-07,https://youtube.com/watch?v=BVQtVhJ1Z9c,EP-126 - Being funny kept me fat…Here’s why.txt,../YT Transcripts/EP-126 - Being funny kept me fat…Here’s why.txt,Solo,,sustainable habits,"[""body image"", ""confidence"", ""identity change""]","[""sustainable habits"", ""body image"", ""confidence"", ""identity change""]","[""body image"", ""confidence"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""sustainable habits""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""body image"", ""confidence"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""sustainable habits""]",[],,,[],False
EP-127,127,A Prayer for my Old Fat Self,2026-07-11,https://youtube.com/watch?v=NC0TzwypGYA,EP-127 - A Prayer for my Old Fat Self.txt,../YT Transcripts/EP-127 - A Prayer for my Old Fat Self.txt,Solo,,identity change,"[""all-or-nothing thinking"", ""grief"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""identity change"", ""all-or-nothing thinking"", ""grief"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""I keep restarting every Monday"", ""grief"", ""how to stop starting over"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""scale obsession"", ""sustainable habits""]",An episode centered on identity change.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I keep restarting every Monday"", ""grief"", ""how to stop starting over"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""scale obsession"", ""sustainable habits""]",[],,,[],False
EP-128,128,Watch This or QUIT at Your Next Plateau,2026-07-16,https://youtube.com/watch?v=z-OUyStul8w,EP-128 - Watch This or QUIT at Your Next Plateau.txt,../YT Transcripts/EP-128 - Watch This or QUIT at Your Next Plateau.txt,Solo,,sustainable habits,"[""calorie tracking"", ""fear of regain"", ""maintenance mindset"", ""nutrition"", ""weight loss plateau""]","[""sustainable habits"", ""calorie tracking"", ""fear of regain"", ""maintenance mindset"", ""nutrition"", ""weight loss plateau""]","[""calorie tracking"", ""how to maintain weight loss"", ""maintenance mindset"", ""nutrition"", ""scale hasn't moved in weeks"", ""scared to gain the weight back"", ""sustainable habits"", ""what to do during a weight loss plateau""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""calorie tracking"", ""how to maintain weight loss"", ""maintenance mindset"", ""nutrition"", ""scale hasn't moved in weeks"", ""scared to gain the weight back"", ""sustainable habits"", ""what to do during a weight loss plateau""]",[],,,[],False
